7434,0.02763,0.0077,0.03424,0.09322,0.91245,HP16
2,0.03904,0.0104,0.01819,0.09322,0.91374,HP16
7125,0.00005116,0.1037,0.00002588,0.07249,0.9449,HP1225
4,0.1237,0.0038,0.07711,0.08426,0.95305,HP0
5,0.1256,0.0026,0.05204,0.09322,0.95305,HP0
6,0.00005116,0.1095,0.00002588,0.07565,0.94718,HP1225
7,0.05966,0.0099,0.03261,0.09322,0.92274,HP16
8,0.00005116,0.1037,0.00002588,0.07249,0.9449,HP1225
9,0.00005116,0.0629,0.00005175,0.1083,0.94019,HP820
10,0.00005116,0.1037,0.00002588,0.07195,0.94462,HP1225
11,0.00005116,0.1037,0.00002588,0.07249,0.9449,HP1225
12,0.000307,0.1095,0.00002588,0.07063,0.94472,HP2074
13,0.002047,0.0458,0.001009,0.07249,0.91766,HP78
14,0.02691,0.0108,0.03022,0.09322,0.91045,HP16
15,0.05127,0.0122,0.004347,0.09322,0.91526,HP16
16,0.03924,0.0069,0.0466,0.09322,0.92146,HP16
17,0.00005116,0.076,0.00007763,0.07195,0.94136,HP1225
18,0.00005116,0.101,0.00002588,0.07063,0.94355,HP1225
19,0.00005116,0.0635,0.00005175,0.1083,0.94019,HP820
20,0.00005116,0.1037,0.00002588,0.09322,0.94026,HP1225
21,0.00005116,0.0909,0.00002588,0.1026,0.94416,HP1225
22,0.0001023,0.0767,0.00007763,0.08876,0.94138,HP1225
23,0.00005116,0.0909,0.00002588,0.09017,0.94582,HP1225
24,0.0001023,0.0891,0.00002588,0.09017,0.9448,HP1225
25,0.00005116,0.0891,0.00002588,0.1026,0.949,HP1225
26,0.00005116,0.1022,0.00002588,0.07565,0.94234,HP1225
27,0.00005116,0.0801,0.00002588,0.09322,0.94386,HP1225
28,0.000307,0.0664,0.0003105,0.1083,0.94111,HP2000
29,0.00005116,0.1037,0.00002588,0.08426,0.94788,HP1225
30,0.00005116,0.1022,0.00002588,0.09017,0.94997,HP1225
31,0.0001023,0.08,0.00005175,0.09322,0.94382,HP1225
32,0.00005116,0.0833,0.00002588,0.08426,0.94129,HP1225
33,0.00005116,0.0891,0.00002588,0.1083,0.94992,HP1225
34,0.00005116,0.0909,0.00002588,0.08876,0.94576,HP1225
35,0.00005116,0.0763,0.00007763,0.09322,0.94411,HP1225
36,0.00005116,0.1022,0.00002588,0.08426,0.94777,HP1225
37,0.00005116,0.0833,0.00002588,0.1026,0.94879,HP1225
38,0.00005116,0.1022,0.00002588,0.07063,0.94371,HP1225
39,0.00005116,0.101,0.00002588,0.08426,0.94765,HP1225
40,0.00005116,0.081,0.00005175,0.09017,0.94355,HP1225
41,0.00005116,0.1037,0.00002588,0.09322,0.95109,HP1225
42,0.00005116,0.0777,0.00002588,0.1026,0.94674,HP1225
43,0.03039,0.0078,0.05219,0.09322,0.90871,HP16
